,rname,Wsp_44m,Wdir_41m,ROT,yaw,pa,po,wsn,MyTB_mean,MyTB_stdev,MyTB_min,MyTB_max,MyTB_DEL3,MyTB_DEL6,MyTB_DEL9,MyTB_DEL12,MxTB_mean,MxTB_stdev,MxTB_min,MxTB_max,MxTB_DEL3,MxTB_DEL6,MxTB_DEL9,MxTB_DEL12,MzTT_mean,MzTT_stdev,MzTT_min,MzTT_max,MzTT_DEL3,MzTT_DEL6,MzTT_DEL9,MzTT_DEL12,Myaw_mean,Myaw_stdev,Myaw_min,Myaw_max,Myaw_DEL3,Myaw_DEL6,Myaw_DEL9,Myaw_DEL12,Mtilt_mean,Mtilt_stdev,Mtilt_min,Mtilt_max,Mtilt_DEL3,Mtilt_DEL6,Mtilt_DEL9,Mtilt_DEL12,MzR_mean,MzR_stdev,MzR_min,MzR_max,MzR_DEL3,MzR_DEL6,MzR_DEL9,MzR_DEL12,MyR_mean,MyR_stdev,MyR_min,MyR_max,MyR_DEL3,MyR_DEL6,MyR_DEL9,MyR_DEL12,MxR_mean,MxR_stdev,MxR_min,MxR_max,MxR_DEL3,MxR_DEL6,MxR_DEL9,MxR_DEL12,MyA1_mean,MyA1_stdev,MyA1_min,MyA1_max,MyA1_DEL3,MyA1_DEL6,MyA1_DEL9,MyA1_DEL12,MxA1_mean,MxA1_stdev,MxA1_min,MxA1_max,MxA1_DEL3,MxA1_DEL6,MxA1_DEL9,MxA1_DEL12,datetime,ws_bin
13032,201711020130,7.990,260.470,24.140,259.630,-1.780,333.440,8.190,-1816.420,471.452,-3052.370,-831.494,290.496,694.811,1012.230,1230.390,872.867,228.248,419.944,1593.670,208.543,378.451,538.019,651.340,-11.024,16.869,-72.280,51.059,38.514,50.917,62.868,72.297,-7.142,37.314,-143.158,134.945,86.788,115.369,142.338,164.114,-81.104,37.312,-186.717,100.375,88.639,120.313,148.879,171.238,156.963,51.541,60.963,309.318,28.529,77.275,113.236,137.623,-9.195,66.684,-199.608,152.990,158.059,194.409,214.097,228.420,13.830,67.410,-150.732,185.660,159.023,195.093,214.285,228.017,-3.707,106.534,-220.172,200.435,228.155,267.955,284.786,295.553,-291.707,76.527,-497.880,-103.837,87.278,136.738,183.168,219.274,2017-11-02 01:30:00,"[7, 8)"
13033,201711020140,7.640,268.400,23.670,264.420,-1.770,291.830,7.870,-1586.410,367.569,-2554.290,-646.741,340.654,717.307,966.789,1130.430,968.187,229.776,395.796,1623.080,240.441,449.171,610.701,721.620,-3.728,18.525,-78.602,73.525,44.566,59.245,74.022,86.224,-1.181,41.026,-143.942,164.916,96.969,129.022,158.704,182.333,-83.804,43.310,-257.537,84.745,98.252,135.606,170.083,196.568,143.499,32.565,58.679,233.770,28.478,62.893,86.062,101.548,-8.903,70.747,-253.601,185.138,171.268,218.077,247.511,270.570,13.438,71.923,-195.367,250.288,174.128,223.512,255.676,280.608,1.521,104.903,-219.300,197.367,226.931,267.672,285.101,296.267,-270.360,66.201,-465.253,-91.608,95.939,148.679,192.332,223.231,2017-11-02 01:40:00,"[7, 8)"
13034,201711020150,9.250,265.930,25.620,267.160,-1.730,502.370,9.230,-2153.310,357.274,-2926.240,-1037.620,362.876,670.609,902.023,1066.710,1423.980,251.276,734.684,2155.040,354.657,556.574,720.463,837.228,-4.443,21.632,-80.755,68.268,48.498,63.266,76.771,87.322,-10.770,47.646,-215.025,176.750,109.838,151.110,193.042,225.933,-84.245,47.694,-223.258,154.447,117.305,157.731,197.758,228.355,216.246,46.772,107.024,336.382,39.280,82.352,110.603,130.182,-10.321,74.388,-216.607,182.192,187.658,232.634,258.309,276.727,14.524,75.939,-170.924,213.591,188.615,232.777,257.175,274.064,-24.597,107.192,-235.807,180.325,246.842,287.996,305.613,316.574,-372.750,60.490,-542.141,-153.233,108.072,154.654,193.879,224.258,2017-11-02 01:50:00,"[9, 10)"
13035,201711020200,9.040,263.860,25.680,264.240,-1.860,459.490,9.200,-2153.950,290.806,-2873.040,-1088.880,348.644,674.526,907.794,1062.770,1263.280,201.508,606.724,1882.920,312.021,505.858,657.894,761.974,-11.011,22.788,-119.290,70.838,53.248,72.218,92.180,107.897,-3.299,52.648,-203.989,210.530,117.122,159.528,202.243,236.207,-82.193,53.561,-249.700,125.439,120.232,161.232,198.240,225.965,199.136,37.344,112.377,309.383,35.282,74.556,100.079,116.990,-9.535,76.484,-241.312,219.172,193.919,244.686,275.425,297.972,15.451,77.874,-217.262,250.036,196.510,248.280,280.464,304.594,-19.634,105.980,-229.648,200.067,246.050,287.523,305.931,317.945,-361.815,56.692,-536.224,-164.151,113.454,160.630,197.510,224.835,2017-11-02 02:00:00,"[9, 10)"
13036,201711020210,9.170,264.880,25.530,264.240,-1.820,483.710,9.140,-2198.450,313.291,-2982.710,-1148.920,329.727,640.586,869.705,1031.520,1297.990,208.133,625.815,1932.970,322.029,489.527,632.473,740.504,-13.051,20.231,-102.040,55.626,49.771,64.836,80.452,93.326,-1.692,49.209,-176.041,171.779,112.330,147.846,179.504,204.306,-83.999,45.450,-222.067,106.570,113.995,144.926,173.418,196.164,209.378,37.493,115.262,305.583,33.102,69.012,92.348,108.408,-9.977,73.521,-194.239,184.926,182.607,222.164,243.329,258.218,14.492,75.409,-181.274,216.648,186.110,227.364,250.309,267.143,-23.206,105.568,-244.013,190.982,244.535,286.666,305.649,318.129,-367.746,57.750,-514.582,-170.090,104.603,146.510,179.231,204.119,2017-11-02 02:10:00,"[9, 10)"
13037,201711020220,8.860,264.590,25.820,264.240,-1.870,479.400,9.420,-2213.020,273.130,-3050.840,-1349.420,316.529,621.657,848.202,999.845,1294.030,186.632,759.451,1948.860,282.921,450.070,596.027,700.803,-10.970,20.618,-92.813,66.465,51.544,65.740,80.144,92.179,-6.123,47.497,-211.025,147.872,114.898,149.219,182.353,209.036,-87.165,47.354,-275.025,98.810,116.849,152.934,187.192,215.039,206.202,42.753,121.105,368.144,35.991,85.786,120.680,143.878,-9.715,75.431,-229.966,247.297,189.942,241.503,276.630,303.945,15.313,77.174,-223.864,254.988,192.601,244.394,279.911,307.864,-22.312,106.413,-248.956,242.183,249.796,293.692,315.967,333.164,-370.725,52.419,-569.017,-187.991,105.293,150.807,190.839,221.999,2017-11-02 02:20:00,"[8, 9)"
13038,201711020230,9.050,263.250,25.140,264.240,-1.890,424.560,8.780,-2051.020,343.837,-2977.390,-893.788,337.730,709.188,989.038,1181.220,1207.630,205.153,523.859,1750.110,274.618,452.416,600.163,706.723,-13.354,19.567,-82.624,52.850,48.215,62.472,74.666,83.701,4.506,46.477,-154.615,156.520,107.273,142.280,171.618,192.804,-79.513,46.004,-229.077,126.923,114.108,149.308,183.386,210.755,189.293,34.114,116.334,290.471,30.153,64.501,87.315,102.547,-9.511,70.405,-219.135,212.593,176.779,220.955,249.705,272.816,14.571,72.162,-200.205,222.198,179.053,221.542,246.667,265.986,-16.387,104.211,-227.530,188.810,237.561,278.271,296.058,307.474,-344.323,63.399,-526.760,-124.385,105.115,154.498,197.214,230.500,2017-11-02 02:30:00,"[9, 10)"
13039,201711020240,8.700,264.820,25.040,264.240,-1.860,426.130,8.710,-2035.030,343.181,-2830.180,-1063.200,317.723,631.657,851.209,1002.570,1203.000,212.189,646.660,1952.890,271.498,458.492,615.697,731.287,-10.498,18.938,-85.350,51.681,47.938,61.060,73.316,83.047,-3.726,44.384,-165.758,134.636,108.144,139.764,167.892,189.045,-79.116,47.458,-216.389,115.682,105.494,140.071,173.111,198.820,190.057,38.030,108.676,293.753,32.073,66.678,89.330,105.026,-9.689,70.266,-199.675,191.914,174.454,218.100,243.638,261.954,14.209,71.537,-185.375,211.819,176.268,220.012,245.333,263.682,-16.649,106.064,-237.563,200.493,241.531,283.427,302.281,315.064,-341.272,63.574,-513.988,-152.166,105.780,152.622,188.453,214.699,2017-11-02 02:40:00,"[8, 9)"
13040,201711020250,8.370,263.790,24.960,264.240,-1.850,388.420,8.550,-1934.560,300.522,-2876.520,-1076.400,327.007,625.056,845.551,1006.210,1134.450,185.515,536.862,1879.210,277.010,468.432,630.503,750.414,-8.433,20.548,-81.910,64.101,46.966,62.410,76.743,87.410,-2.827,53.081,-188.690,173.231,108.214,153.695,192.101,219.100,-82.806,44.512,-249.240,111.813,110.485,146.210,180.922,208.702,176.114,32.323,107.287,296.294,31.066,65.183,88.865,105.788,-9.110,74.259,-221.275,185.618,182.287,223.817,247.512,265.278,15.183,75.301,-186.468,252.841,183.976,227.201,253.004,273.634,-11.236,105.485,-225.228,188.680,236.839,277.170,294.345,305.154,-326.379,57.158,-556.811,-152.211,105.374,152.899,195.665,229.688,2017-11-02 02:50:00,"[8, 9)"
13041,201711020300,8.100,261.790,24.420,262.700,-1.890,402.570,8.350,-1987.100,369.443,-2819.240,-1018.180,359.671,699.739,922.448,1069.690,1080.490,205.309,486.606,1711.830,305.134,485.605,626.073,724.233,-4.549,20.796,-80.574,72.837,48.098,62.849,76.718,88.042,-20.822,47.315,-233.071,141.047,109.446,150.034,187.284,216.225,-87.740,42.846,-238.164,123.931,112.622,148.464,181.989,208.993,185.116,31.877,89.227,272.816,32.105,67.322,90.315,105.810,-9.546,76.231,-211.152,198.763,187.664,233.322,259.754,279.014,13.103,77.461,-214.926,233.952,188.015,234.045,262.472,284.868,-14.779,108.122,-229.173,205.953,239.539,281.238,299.105,310.542,-326.422,63.852,-511.490,-138.856,103.056,152.605,192.544,221.587,2017-11-02 03:00:00,"[8, 9)"
13042,201711020310,9.050,263.500,25.940,262.500,-1.790,485.290,9.560,-2262.780,304.417,-3317.020,-1254.080,369.825,740.869,1006.700,1187.820,1226.660,235.195,578.449,2005.510,305.850,507.016,683.361,809.875,-15.702,24.342,-101.821,58.105,52.472,68.485,83.795,95.530,-2.441,53.691,-189.496,216.586,118.574,160.280,201.099,233.233,-80.671,53.677,-268.293,148.992,124.728,168.241,209.420,241.250,207.782,47.739,119.741,367.466,37.807,87.877,121.713,144.358,-10.187,75.994,-248.195,212.647,191.801,239.278,269.171,292.755,15.729,77.418,-205.103,264.878,193.081,239.629,268.647,291.882,-22.270,105.737,-239.095,181.043,244.225,284.225,301.309,312.002,-372.317,56.050,-558.466,-195.284,115.880,162.523,197.738,224.126,2017-11-02 03:10:00,"[9, 10)"
13043,201711020320,9.030,265.990,25.620,264.910,-1.900,437.670,9.120,-2075.200,322.326,-3219.020,-1190.360,331.282,664.973,933.810,1126.690,1251.560,213.278,675.968,2002.010,287.906,462.804,621.848,741.248,-9.782,20.807,-102.171,74.342,50.736,68.603,86.984,101.322,1.779,47.697,-172.617,208.537,114.941,156.563,196.554,227.112,-87.334,50.034,-283.878,83.684,114.271,150.882,186.046,213.761,190.990,45.198,105.195,360.273,33.406,81.211,116.898,141.555,-9.621,76.183,-296.638,224.243,191.526,249.188,292.185,326.314,15.276,78.226,-247.642,274.349,194.850,251.070,292.257,325.180,-17.085,104.639,-225.714,183.517,238.962,279.234,296.994,308.532,-352.397,59.038,-539.304,-185.643,103.127,143.191,175.838,202.525,2017-11-02 03:20:00,"[9, 10)"
13044,201711020330,7.560,268.880,23.850,267.380,-1.810,299.230,8.060,-1569.520,420.587,-2467.740,-533.193,293.306,632.984,891.951,1075.250,1047.170,206.871,453.585,1628.240,253.339,435.382,580.312,681.294,3.909,18.434,-65.246,65.672,39.956,52.556,64.917,75.064,-1.559,39.184,-136.609,138.960,88.071,117.444,143.504,163.414,-93.902,36.877,-243.188,48.647,90.398,119.711,148.057,170.867,145.443,30.741,80.344,238.824,25.996,56.476,76.577,90.301,-10.553,74.593,-243.346,170.145,176.781,219.935,245.491,265.540,13.356,75.761,-190.196,219.766,179.495,222.746,248.250,268.052,0.158,104.742,-206.115,184.479,227.294,267.527,284.370,294.741,-276.239,71.248,-447.008,-91.348,82.897,129.609,169.596,199.931,2017-11-02 03:30:00,"[7, 8)"
13045,201711020340,7.790,263.900,22.970,266.260,-1.780,280.700,7.560,-1485.810,263.971,-2253.940,-469.979,285.865,609.788,850.510,1014.490,974.614,201.256,374.744,1744.950,226.928,437.600,626.594,759.678,0.205,16.285,-64.558,64.984,37.575,51.899,65.782,76.368,2.906,37.356,-154.764,138.464,82.928,116.983,148.941,172.935,-84.733,36.523,-204.705,68.338,85.418,118.263,147.027,168.049,142.712,22.947,87.541,204.697,20.861,41.957,56.706,67.002,-9.816,68.524,-174.851,174.773,159.723,199.201,221.409,237.574,11.611,69.871,-175.535,200.288,163.207,203.512,226.915,244.769,2.864,103.388,-192.480,215.013,220.472,260.992,278.132,289.087,-256.016,52.557,-456.100,-104.353,83.721,128.060,166.628,197.042,2017-11-02 03:40:00,"[7, 8)"
13046,201711020350,8.030,261.460,23.220,263.510,-1.790,277.910,7.800,-1547.730,341.091,-2559.500,681.595,409.152,1040.500,1495.650,1804.880,893.689,204.979,-225.740,1536.290,256.786,570.743,814.881,982.002,-2.254,16.302,-65.727,54.083,38.770,50.751,61.709,70.477,-1.545,37.128,-129.812,154.917,87.260,117.546,146.286,169.087,-90.136,35.697,-237.564,45.311,88.235,116.708,144.083,165.712,140.363,28.116,53.134,232.325,26.227,61.144,85.396,101.741,-9.888,71.624,-221.919,178.669,169.227,210.188,234.116,252.922,12.444,72.653,-179.000,239.923,170.538,212.801,238.771,259.906,2.895,104.232,-202.923,198.707,221.848,261.777,278.207,288.320,-259.997,61.754,-448.545,-42.846,85.636,143.090,192.560,228.450,2017-11-02 03:50:00,"[8, 9)"
13049,201711020420,6.910,260.620,22.400,258.140,-1.730,209.760,7.380,-1361.690,254.315,-2207.500,-285.735,296.511,655.803,913.395,1087.930,615.385,106.992,278.052,1009.080,162.008,271.947,362.929,425.181,-10.632,13.060,-63.026,38.677,33.811,44.032,53.375,60.872,6.395,31.067,-84.852,124.416,75.966,98.428,117.207,131.621,-92.010,34.248,-211.839,35.382,75.362,102.000,127.117,146.508,114.733,22.734,51.594,196.148,20.504,48.649,68.957,82.464,-7.644,71.021,-177.935,187.297,163.713,204.512,227.301,243.844,12.312,72.407,-161.384,209.009,165.156,206.265,228.923,245.403,13.479,102.598,-171.344,190.578,212.332,251.177,266.388,274.982,-217.109,45.603,-394.987,-95.999,71.082,112.053,147.647,173.383,2017-11-02 04:20:00,"[6, 7)"
13053,201711020500,7.810,267.010,23.680,263.430,-1.820,305.020,7.990,-1621.630,328.481,-2436.540,-785.045,321.345,617.710,812.510,946.284,956.855,312.388,326.449,1882.410,253.234,495.467,710.632,862.301,-6.196,17.862,-65.427,69.294,42.035,55.195,67.540,77.557,3.019,39.747,-190.645,136.416,94.207,128.314,162.152,189.251,-96.769,45.664,-293.944,101.805,98.897,145.973,190.543,224.369,148.408,33.738,85.467,255.127,25.443,56.409,78.781,94.537,-8.871,78.905,-264.605,225.014,188.123,245.625,284.456,313.575,13.498,80.030,-231.097,283.502,190.441,249.513,290.861,322.496,-0.280,104.191,-221.958,195.397,225.885,266.523,284.097,295.586,-275.684,68.728,-460.934,-107.689,90.445,141.601,181.067,208.830,2017-11-02 05:00:00,"[7, 8)"
13054,201711020510,7.760,268.710,23.750,270.360,-1.790,326.820,7.900,-1564.540,268.269,-2209.440,-791.182,292.138,556.236,727.512,840.893,1192.800,186.456,618.076,1667.450,246.799,435.434,562.137,645.568,9.625,16.932,-61.417,74.316,42.613,56.543,69.881,80.264,-8.701,39.978,-156.537,132.792,93.900,126.370,155.236,176.594,-90.353,39.230,-242.452,51.163,93.540,125.275,154.291,176.087,158.009,22.890,86.481,240.232,27.139,55.480,74.979,88.435,-9.009,73.527,-210.124,210.623,175.680,219.853,246.009,266.193,13.211,74.658,-186.539,233.519,178.612,222.261,247.030,265.569,-3.637,105.261,-200.816,187.036,227.646,267.254,283.147,292.480,-286.236,54.489,-427.658,-134.382,88.783,129.499,160.703,182.646,2017-11-02 05:10:00,"[7, 8)"
13055,201711020520,7.460,266.370,23.020,269.780,-1.770,296.920,7.620,-1460.340,270.641,-2219.470,-57.004,321.432,714.504,1005.590,1207.630,1092.440,187.231,139.153,1702.740,257.186,506.640,717.342,867.456,10.776,15.732,-43.260,68.930,38.916,48.951,57.909,65.392,-11.886,40.896,-189.131,126.114,88.310,119.119,150.720,177.079,-90.982,37.273,-241.840,41.562,89.535,119.443,146.598,167.545,149.513,24.958,91.722,214.147,23.918,48.091,63.682,74.025,-8.901,74.103,-222.888,206.116,174.521,221.546,251.405,274.625,12.219,75.044,-214.719,233.600,175.594,221.211,250.201,274.116,0.318,105.647,-191.631,193.973,222.384,262.559,278.836,288.547,-264.057,52.877,-436.811,-38.988,88.381,144.695,192.073,226.292,2017-11-02 05:20:00,"[7, 8)"
13056,201711020530,7.490,266.340,23.670,264.270,-1.760,287.470,7.810,-1571.040,340.867,-2373.730,-705.561,288.685,567.055,781.731,933.807,932.432,194.398,379.697,1528.350,243.896,404.905,544.729,647.374,-0.681,17.609,-62.986,50.604,39.982,52.015,63.138,71.529,-1.903,40.363,-142.727,153.687,90.749,120.923,149.902,172.649,-98.209,41.469,-239.235,40.579,94.915,125.737,152.109,172.163,141.295,25.305,77.502,214.531,25.133,50.811,67.316,78.567,-8.444,78.740,-223.121,216.439,185.912,235.221,265.389,288.003,13.820,79.865,-186.377,233.925,187.858,235.930,263.977,284.143,2.339,104.252,-186.736,188.857,223.239,262.398,278.210,287.531,-268.178,62.527,-440.480,-92.064,86.102,130.455,169.828,199.465,2017-11-02 05:30:00,"[7, 8)"
13057,201711020540,7.320,271.780,22.990,267.830,-1.760,241.970,7.690,-1345.390,258.916,-2147.450,212.861,372.412,831.194,1147.140,1358.620,953.124,193.869,32.967,1688.090,267.064,560.876,777.267,927.431,4.277,18.708,-76.044,79.690,40.945,57.195,74.674,88.271,4.066,41.485,-154.594,165.146,91.752,124.349,157.538,183.983,-87.159,40.505,-219.201,107.278,90.731,129.186,164.537,190.949,126.297,22.906,48.110,206.346,24.741,55.354,75.827,89.657,-8.149,72.132,-208.557,184.761,168.269,211.161,236.018,254.585,12.957,73.403,-201.952,204.328,170.152,212.687,237.709,257.302,8.350,103.252,-200.680,193.178,219.545,259.416,275.926,286.184,-241.096,52.175,-443.106,-55.407,90.483,143.907,187.711,220.199,2017-11-02 05:40:00,"[7, 8)"
13058,201711020550,7.820,268.350,24.880,268.820,-1.870,359.130,8.680,-1747.110,373.828,-3104.950,811.097,505.675,1282.940,1831.740,2199.750,1238.830,230.798,-178.787,1958.050,322.035,701.472,994.843,1195.830,3.785,21.403,-69.763,75.302,42.438,56.559,70.397,81.951,1.886,44.829,-154.241,170.787,94.711,129.263,160.003,184.787,-84.143,40.646,-215.757,96.105,99.489,131.380,160.177,182.740,164.354,31.345,71.470,262.963,31.642,69.058,93.160,109.414,-9.450,70.775,-196.361,186.852,171.540,211.518,233.968,250.421,15.586,72.372,-166.088,201.179,174.961,215.683,237.808,253.304,-7.620,104.710,-209.705,191.047,233.459,272.902,289.335,299.409,-314.426,63.495,-492.046,7.193,101.651,173.950,236.457,281.448,2017-11-02 05:50:00,"[7, 8)"
13059,201711020600,8.000,270.670,24.010,268.450,-1.820,320.070,8.060,-1591.750,346.981,-2465.490,-548.941,300.465,650.911,898.455,1072.020,1134.500,244.281,453.481,1933.490,252.161,503.322,695.934,830.117,3.854,18.204,-62.767,80.948,42.199,55.915,69.768,81.263,5.726,38.584,-175.437,142.618,93.676,125.742,156.400,181.138,-95.527,37.996,-229.547,65.895,93.548,122.858,150.231,172.120,152.673,29.876,82.148,247.766,26.564,58.070,79.331,93.871,-9.159,75.603,-222.974,213.637,179.240,223.022,249.617,270.778,14.195,77.057,-179.129,217.623,180.851,224.114,248.897,267.159,-2.504,103.115,-200.632,193.456,222.333,260.879,276.747,286.515,-286.862,64.205,-481.305,-81.207,86.765,144.918,193.506,227.912,2017-11-02 06:00:00,"[8, 9)"
13060,201711020610,8.010,269.650,24.070,271.340,-1.890,332.840,8.090,-1580.480,257.041,-2269.180,-869.444,242.522,494.334,675.672,798.044,1255.140,193.189,731.588,1836.070,224.458,410.488,553.307,648.848,11.042,15.845,-56.888,61.701,38.376,49.879,61.342,70.608,-4.393,36.987,-129.430,158.379,85.165,116.825,147.014,170.118,-86.675,36.167,-202.598,45.359,88.806,113.573,134.355,150.320,158.021,25.656,102.629,233.174,22.596,47.454,64.755,76.358,-9.371,69.252,-182.756,165.911,164.722,202.222,222.810,237.721,13.683,70.674,-148.728,194.690,167.379,204.776,224.588,238.500,-4.556,104.671,-194.040,185.268,226.326,265.089,280.641,289.767,-294.734,52.606,-452.103,-146.011,81.249,119.224,151.566,176.343,2017-11-02 06:10:00,"[8, 9)"
13061,201711020620,7.860,268.140,23.430,271.340,-1.790,282.290,7.800,-1414.890,279.871,-2237.670,-785.457,277.708,541.662,718.541,838.892,1131.750,206.988,654.296,1769.820,233.767,421.804,555.435,646.846,10.815,16.501,-51.501,70.189,40.490,51.585,62.968,72.354,1.771,40.506,-126.221,146.632,88.500,117.303,144.161,164.727,-87.075,38.176,-219.115,48.197,96.082,122.158,143.806,160.878,140.839,25.441,87.879,216.992,24.020,49.824,66.613,77.698,-8.892,71.143,-193.063,181.566,168.395,209.091,232.183,249.285,13.227,72.285,-174.217,199.201,171.543,213.841,237.697,254.789,2.324,103.841,-209.681,189.765,221.748,261.431,277.878,287.995,-264.636,56.064,-435.795,-119.579,86.266,128.730,162.349,186.653,2017-11-02 06:20:00,"[7, 8)"
13062,201711020630,7.750,268.840,24.340,268.050,-1.850,320.210,8.290,-1629.580,320.630,-2924.810,303.398,429.043,1041.750,1493.210,1800.280,1130.930,222.972,3.763,1770.440,296.784,609.332,850.178,1013.980,7.486,19.261,-65.727,81.584,46.072,61.704,75.238,85.695,-5.204,43.684,-179.672,172.844,101.741,140.126,174.115,201.094,-95.608,43.311,-229.664,88.479,109.977,146.532,175.197,195.829,152.127,29.312,50.738,243.892,31.639,68.702,94.909,112.829,-8.876,78.414,-210.165,211.678,188.714,232.828,257.822,276.514,15.002,79.581,-197.276,224.381,189.735,233.757,258.486,276.964,-2.622,105.342,-203.196,220.454,231.959,272.579,290.113,301.527,-292.423,58.818,-482.482,-49.806,98.120,161.949,215.205,253.003,2017-11-02 06:30:00,"[7, 8)"
13063,201711020640,8.120,269.550,24.740,267.650,-1.900,336.930,8.460,-1707.090,334.601,-2765.120,-734.010,310.467,684.353,960.673,1148.680,1168.070,207.423,502.292,1898.400,256.442,471.678,654.555,783.481,-0.463,17.922,-79.769,55.459,41.709,56.252,68.982,78.805,9.714,41.214,-131.411,165.609,94.153,132.278,162.848,184.548,-91.164,38.144,-224.494,46.525,92.133,119.684,145.250,165.468,155.913,31.097,78.218,263.980,27.082,62.367,87.625,104.831,-9.340,73.390,-200.391,194.909,176.048,217.197,241.026,259.096,15.466,75.366,-188.526,213.780,179.484,219.823,242.335,259.369,-4.864,102.940,-198.579,186.425,225.952,263.893,279.478,288.929,-304.783,60.066,-502.381,-120.050,86.179,136.776,182.319,216.033,2017-11-02 06:40:00,"[8, 9)"
13064,201711020650,7.510,272.790,23.080,271.930,-1.740,271.620,7.650,-1335.960,254.899,-2125.760,-478.053,307.526,623.855,834.516,976.277,1109.580,187.322,418.086,1676.120,250.703,471.655,627.419,732.563,15.201,16.495,-53.499,79.767,39.934,53.828,67.010,77.207,-2.021,40.583,-157.493,133.599,88.907,122.650,153.164,175.294,-94.983,37.364,-231.471,40.938,87.579,117.730,144.817,165.403,138.384,23.833,70.981,224.369,25.853,55.232,74.826,88.137,-9.721,75.904,-209.056,186.448,178.277,224.379,251.697,271.688,12.231,77.105,-197.504,205.217,180.245,225.763,251.759,270.434,4.053,104.241,-204.579,197.325,221.894,262.644,279.883,290.803,-253.564,51.844,-420.159,-75.756,85.203,134.043,172.551,199.749,2017-11-02 06:50:00,"[7, 8)"
13065,201711020700,7.670,275.670,24.140,271.940,-1.790,289.330,8.050,-1429.010,323.840,-3091.350,1135.900,529.016,1353.960,1945.930,2350.490,1172.160,241.533,-482.689,2020.170,364.533,839.116,1188.800,1422.100,15.726,19.042,-57.705,88.177,45.511,62.153,77.126,88.213,0.110,46.543,-172.163,165.781,98.635,137.327,172.692,199.345,-99.016,42.958,-244.328,81.622,101.093,137.820,170.248,195.096,140.276,28.056,52.480,229.905,27.968,61.350,84.165,99.893,-9.624,81.164,-237.499,216.231,193.862,242.074,270.371,291.793,13.901,82.467,-188.698,239.843,196.230,244.851,272.748,292.814,2.445,104.247,-217.051,195.088,226.224,265.848,282.626,293.269,-273.780,62.182,-480.950,-18.451,99.060,165.225,221.852,262.407,2017-11-02 07:00:00,"[7, 8)"
